instant,dteday,hr,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
6901,2011-10-20,3,0,1,1,Winter,2011,Oct,Thu,Clear/Few clouds,20.5,24.240000000000002,82.0,31.0009,Working Day,Not Holiday
6902,2011-10-20,4,2,6,8,Winter,2011,Oct,Thu,Clear/Few clouds,20.5,24.240000000000002,82.0,31.0009,Working Day,Not Holiday
6903,2011-10-20,5,2,24,26,Winter,2011,Oct,Thu,Clear/Few clouds,19.68,23.485,82.0,23.9994,Working Day,Not Holiday
6904,2011-10-20,6,5,87,92,Winter,2011,Oct,Thu,Clear/Few clouds,18.04,21.97,82.0,27.999299999999998,Working Day,Not Holiday
6905,2011-10-20,7,15,303,318,Winter,2011,Oct,Thu,Clear/Few clouds,17.22,21.21,77.0,30.002599999999997,Working Day,Not Holiday
6906,2011-10-20,8,17,409,426,Winter,2011,Oct,Thu,Clear/Few clouds,18.04,21.97,67.0,35.0008,Working Day,Not Holiday
6907,2011-10-20,9,26,197,223,Winter,2011,Oct,Thu,Clear/Few clouds,18.04,21.97,67.0,39.000699999999995,Working Day,Not Holiday
6908,2011-10-20,10,25,105,130,Winter,2011,Oct,Thu,Clear/Few clouds,18.86,22.725,59.0,30.002599999999997,Working Day,Not Holiday
6909,2011-10-20,11,30,99,129,Winter,2011,Oct,Thu,Clear/Few clouds,19.68,23.485,55.00000000000001,35.0008,Working Day,Not Holiday
6910,2011-10-20,12,28,171,199,Winter,2011,Oct,Thu,Clear/Few clouds,19.68,23.485,48.0,35.0008,Working Day,Not Holiday
6911,2011-10-20,13,28,136,164,Winter,2011,Oct,Thu,Clear/Few clouds,20.5,24.240000000000002,45.0,39.000699999999995,Working Day,Not Holiday
6912,2011-10-20,14,38,117,155,Winter,2011,Oct,Thu,Mist/Cloudy,19.68,23.485,48.0,36.9974,Working Day,Not Holiday
6913,2011-10-20,15,22,138,160,Winter,2011,Oct,Thu,Mist/Cloudy,19.68,23.485,51.0,30.002599999999997,Working Day,Not Holiday
6914,2011-10-20,16,31,203,234,Winter,2011,Oct,Thu,Mist/Cloudy,19.68,23.485,51.0,30.002599999999997,Working Day,Not Holiday
6915,2011-10-20,17,56,438,494,Winter,2011,Oct,Thu,Mist/Cloudy,19.68,23.485,48.0,26.0027,Working Day,Not Holiday
6916,2011-10-20,18,39,430,469,Winter,2011,Oct,Thu,Mist/Cloudy,18.86,22.725,51.0,19.999499999999998,Working Day,Not Holiday
6917,2011-10-20,19,20,278,298,Winter,2011,Oct,Thu,Clear/Few clouds,18.86,22.725,51.0,23.9994,Working Day,Not Holiday
6918,2011-10-20,20,34,207,241,Winter,2011,Oct,Thu,Mist/Cloudy,18.86,22.725,51.0,22.0028,Working Day,Not Holiday
6919,2011-10-20,21,16,149,165,Winter,2011,Oct,Thu,Clear/Few clouds,18.04,21.97,51.0,19.999499999999998,Working Day,Not Holiday
6920,2011-10-20,22,22,106,128,Winter,2011,Oct,Thu,Clear/Few clouds,18.04,21.97,51.0,22.0028,Working Day,Not Holiday
6921,2011-10-20,23,7,83,90,Winter,2011,Oct,Thu,Clear/Few clouds,17.22,21.21,57.99999999999999,16.997899999999998,Working Day,Not Holiday
6922,2011-10-21,0,8,42,50,Winter,2011,Oct,Fri,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,16.997899999999998,Working Day,Not Holiday
6923,2011-10-21,1,7,19,26,Winter,2011,Oct,Fri,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,15.001299999999999,Working Day,Not Holiday
6924,2011-10-21,2,6,12,18,Winter,2011,Oct,Fri,Clear/Few clouds,15.58,19.695,66.0,11.0014,Working Day,Not Holiday
6925,2011-10-21,3,0,7,7,Winter,2011,Oct,Fri,Clear/Few clouds,14.76,17.424999999999997,71.0,8.9981,Working Day,Not Holiday
6926,2011-10-21,4,0,6,6,Winter,2011,Oct,Fri,Clear/Few clouds,14.76,17.424999999999997,71.0,11.0014,Working Day,Not Holiday
6927,2011-10-21,5,0,31,31,Winter,2011,Oct,Fri,Clear/Few clouds,13.940000000000001,16.665,76.0,12.998000000000001,Working Day,Not Holiday
6928,2011-10-21,6,7,78,85,Winter,2011,Oct,Fri,Clear/Few clouds,14.76,17.424999999999997,71.0,11.0014,Working Day,Not Holiday
6929,2011-10-21,7,5,228,233,Winter,2011,Oct,Fri,Clear/Few clouds,14.76,17.424999999999997,71.0,11.0014,Working Day,Not Holiday
6930,2011-10-21,8,16,386,402,Winter,2011,Oct,Fri,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,12.998000000000001,Working Day,Not Holiday
6931,2011-10-21,9,33,189,222,Winter,2011,Oct,Fri,Mist/Cloudy,17.22,21.21,57.99999999999999,8.9981,Working Day,Not Holiday
6932,2011-10-21,10,32,106,138,Winter,2011,Oct,Fri,Clear/Few clouds,18.86,22.725,51.0,11.0014,Working Day,Not Holiday
6933,2011-10-21,11,39,135,174,Winter,2011,Oct,Fri,Clear/Few clouds,20.5,24.240000000000002,45.0,15.001299999999999,Working Day,Not Holiday
6934,2011-10-21,12,47,193,240,Winter,2011,Oct,Fri,Clear/Few clouds,20.5,24.240000000000002,45.0,19.999499999999998,Working Day,Not Holiday
6935,2011-10-21,13,43,163,206,Winter,2011,Oct,Fri,Clear/Few clouds,19.68,23.485,48.0,22.0028,Working Day,Not Holiday
6936,2011-10-21,14,67,131,198,Winter,2011,Oct,Fri,Clear/Few clouds,21.32,25.0,42.0,19.999499999999998,Working Day,Not Holiday
6937,2011-10-21,15,57,178,235,Winter,2011,Oct,Fri,Clear/Few clouds,20.5,24.240000000000002,45.0,19.0012,Working Day,Not Holiday
6938,2011-10-21,16,60,242,302,Winter,2011,Oct,Fri,Clear/Few clouds,20.5,24.240000000000002,45.0,16.997899999999998,Working Day,Not Holiday
6939,2011-10-21,17,79,445,524,Winter,2011,Oct,Fri,Mist/Cloudy,18.86,22.725,51.0,16.997899999999998,Working Day,Not Holiday
6940,2011-10-21,18,43,354,397,Winter,2011,Oct,Fri,Mist/Cloudy,18.04,21.97,54.0,16.997899999999998,Working Day,Not Holiday
6941,2011-10-21,19,25,228,253,Winter,2011,Oct,Fri,Mist/Cloudy,18.04,21.97,54.0,26.0027,Working Day,Not Holiday
6942,2011-10-21,20,29,155,184,Winter,2011,Oct,Fri,Mist/Cloudy,18.04,21.97,54.0,15.001299999999999,Working Day,Not Holiday
6943,2011-10-21,21,31,112,143,Winter,2011,Oct,Fri,Clear/Few clouds,17.22,21.21,57.99999999999999,11.0014,Working Day,Not Holiday
6944,2011-10-21,22,24,89,113,Winter,2011,Oct,Fri,Clear/Few clouds,17.22,21.21,54.0,11.0014,Working Day,Not Holiday
6945,2011-10-21,23,18,99,117,Winter,2011,Oct,Fri,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,15.001299999999999,Working Day,Not Holiday
6946,2011-10-22,0,16,80,96,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,12.998000000000001,Not Working Day,Not Holiday
6947,2011-10-22,1,20,50,70,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,12.998000000000001,Not Working Day,Not Holiday
6948,2011-10-22,2,6,25,31,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,16.997899999999998,Not Working Day,Not Holiday
6949,2011-10-22,3,1,19,20,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,62.0,8.9981,Not Working Day,Not Holiday
6950,2011-10-22,4,4,4,8,Winter,2011,Oct,Sat,Clear/Few clouds,15.58,19.695,66.0,6.0032,Not Working Day,Not Holiday
6951,2011-10-22,5,1,7,8,Winter,2011,Oct,Sat,Clear/Few clouds,15.58,19.695,66.0,0.0,Not Working Day,Not Holiday
6952,2011-10-22,6,1,17,18,Winter,2011,Oct,Sat,Clear/Few clouds,14.76,18.94,71.0,0.0,Not Working Day,Not Holiday
6953,2011-10-22,7,8,49,57,Winter,2011,Oct,Sat,Clear/Few clouds,14.76,18.18,76.0,7.0015,Not Working Day,Not Holiday
6954,2011-10-22,8,26,88,114,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,71.0,0.0,Not Working Day,Not Holiday
6955,2011-10-22,9,47,122,169,Winter,2011,Oct,Sat,Clear/Few clouds,17.22,21.21,67.0,6.0032,Not Working Day,Not Holiday
6956,2011-10-22,10,87,149,236,Winter,2011,Oct,Sat,Mist/Cloudy,18.04,21.97,62.0,7.0015,Not Working Day,Not Holiday
6957,2011-10-22,11,110,172,282,Winter,2011,Oct,Sat,Mist/Cloudy,18.04,21.97,62.0,7.0015,Not Working Day,Not Holiday
6958,2011-10-22,12,132,211,343,Winter,2011,Oct,Sat,Clear/Few clouds,18.86,22.725,55.00000000000001,6.0032,Not Working Day,Not Holiday
6959,2011-10-22,13,136,186,322,Winter,2011,Oct,Sat,Clear/Few clouds,20.5,24.240000000000002,45.0,0.0,Not Working Day,Not Holiday
6960,2011-10-22,14,133,177,310,Winter,2011,Oct,Sat,Mist/Cloudy,19.68,23.485,48.0,15.001299999999999,Not Working Day,Not Holiday
6961,2011-10-22,15,159,223,382,Winter,2011,Oct,Sat,Clear/Few clouds,19.68,23.485,51.0,15.001299999999999,Not Working Day,Not Holiday
6962,2011-10-22,16,169,190,359,Winter,2011,Oct,Sat,Clear/Few clouds,20.5,24.240000000000002,45.0,12.998000000000001,Not Working Day,Not Holiday
6963,2011-10-22,17,143,217,360,Winter,2011,Oct,Sat,Clear/Few clouds,18.86,22.725,55.00000000000001,8.9981,Not Working Day,Not Holiday
6964,2011-10-22,18,111,224,335,Winter,2011,Oct,Sat,Clear/Few clouds,18.04,21.97,54.0,6.0032,Not Working Day,Not Holiday
6965,2011-10-22,19,47,173,220,Winter,2011,Oct,Sat,Clear/Few clouds,18.04,21.97,67.0,0.0,Not Working Day,Not Holiday
6966,2011-10-22,20,48,111,159,Winter,2011,Oct,Sat,Clear/Few clouds,17.22,21.21,67.0,0.0,Not Working Day,Not Holiday
6967,2011-10-22,21,37,120,157,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,76.0,0.0,Not Working Day,Not Holiday
6968,2011-10-22,22,30,114,144,Winter,2011,Oct,Sat,Clear/Few clouds,16.400000000000002,20.455000000000002,76.0,0.0,Not Working Day,Not Holiday
6969,2011-10-22,23,27,81,108,Winter,2011,Oct,Sat,Clear/Few clouds,15.58,19.695,82.0,0.0,Not Working Day,Not Holiday
6970,2011-10-23,0,24,64,88,Winter,2011,Oct,Sun,Clear/Few clouds,14.76,18.94,87.0,0.0,Not Working Day,Not Holiday
6971,2011-10-23,1,11,60,71,Winter,2011,Oct,Sun,Clear/Few clouds,14.76,18.94,87.0,0.0,Not Working Day,Not Holiday
6972,2011-10-23,2,10,40,50,Winter,2011,Oct,Sun,Clear/Few clouds,13.940000000000001,17.424999999999997,87.0,6.0032,Not Working Day,Not Holiday
6973,2011-10-23,3,15,31,46,Winter,2011,Oct,Sun,Clear/Few clouds,13.940000000000001,18.18,87.0,0.0,Not Working Day,Not Holiday
6974,2011-10-23,4,5,1,6,Winter,2011,Oct,Sun,Clear/Few clouds,13.940000000000001,18.18,87.0,0.0,Not Working Day,Not Holiday
6975,2011-10-23,5,1,2,3,Winter,2011,Oct,Sun,Clear/Few clouds,13.120000000000001,17.424999999999997,87.0,0.0,Not Working Day,Not Holiday
6976,2011-10-23,6,0,12,12,Winter,2011,Oct,Sun,Clear/Few clouds,13.120000000000001,16.665,87.0,7.0015,Not Working Day,Not Holiday
6977,2011-10-23,7,3,18,21,Winter,2011,Oct,Sun,Clear/Few clouds,13.940000000000001,17.424999999999997,87.0,6.0032,Not Working Day,Not Holiday
6978,2011-10-23,8,32,56,88,Winter,2011,Oct,Sun,Clear/Few clouds,14.76,17.424999999999997,87.0,8.9981,Not Working Day,Not Holiday
6979,2011-10-23,9,48,95,143,Winter,2011,Oct,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,76.0,0.0,Not Working Day,Not Holiday
6980,2011-10-23,10,104,185,289,Winter,2011,Oct,Sun,Clear/Few clouds,17.22,21.21,71.0,6.0032,Not Working Day,Not Holiday
6981,2011-10-23,11,131,202,333,Winter,2011,Oct,Sun,Clear/Few clouds,18.86,22.725,72.0,11.0014,Not Working Day,Not Holiday
6982,2011-10-23,12,164,249,413,Winter,2011,Oct,Sun,Clear/Few clouds,20.5,24.240000000000002,59.0,16.997899999999998,Not Working Day,Not Holiday
6983,2011-10-23,13,160,255,415,Winter,2011,Oct,Sun,Clear/Few clouds,21.32,25.0,55.00000000000001,12.998000000000001,Not Working Day,Not Holiday
6984,2011-10-23,14,192,216,408,Winter,2011,Oct,Sun,Clear/Few clouds,21.32,25.0,55.00000000000001,15.001299999999999,Not Working Day,Not Holiday
6985,2011-10-23,15,171,216,387,Winter,2011,Oct,Sun,Clear/Few clouds,21.32,25.0,52.0,11.0014,Not Working Day,Not Holiday
6986,2011-10-23,16,188,217,405,Winter,2011,Oct,Sun,Clear/Few clouds,21.32,25.0,55.00000000000001,12.998000000000001,Not Working Day,Not Holiday
6987,2011-10-23,17,120,220,340,Winter,2011,Oct,Sun,Clear/Few clouds,20.5,24.240000000000002,63.0,8.9981,Not Working Day,Not Holiday
6988,2011-10-23,18,88,196,284,Winter,2011,Oct,Sun,Clear/Few clouds,20.5,24.240000000000002,63.0,7.0015,Not Working Day,Not Holiday
6989,2011-10-23,19,53,140,193,Winter,2011,Oct,Sun,Clear/Few clouds,18.86,22.725,77.0,0.0,Not Working Day,Not Holiday
6990,2011-10-23,20,32,112,144,Winter,2011,Oct,Sun,Clear/Few clouds,18.04,21.97,72.0,6.0032,Not Working Day,Not Holiday
6991,2011-10-23,21,24,75,99,Winter,2011,Oct,Sun,Clear/Few clouds,18.04,21.97,72.0,6.0032,Not Working Day,Not Holiday
6992,2011-10-23,22,25,69,94,Winter,2011,Oct,Sun,Clear/Few clouds,17.22,21.21,77.0,7.0015,Not Working Day,Not Holiday
6993,2011-10-23,23,18,31,49,Winter,2011,Oct,Sun,Clear/Few clouds,17.22,21.21,77.0,11.0014,Not Working Day,Not Holiday
6994,2011-10-24,0,6,26,32,Winter,2011,Oct,Mon,Clear/Few clouds,17.22,21.21,77.0,0.0,Working Day,Not Holiday
6995,2011-10-24,1,7,8,15,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,82.0,8.9981,Working Day,Not Holiday
6996,2011-10-24,2,1,6,7,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,87.0,7.0015,Working Day,Not Holiday
6997,2011-10-24,3,1,3,4,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,82.0,6.0032,Working Day,Not Holiday
6998,2011-10-24,4,1,5,6,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,82.0,0.0,Working Day,Not Holiday
6999,2011-10-24,5,2,19,21,Winter,2011,Oct,Mon,Clear/Few clouds,15.58,19.695,87.0,0.0,Working Day,Not Holiday
7000,2011-10-24,6,3,83,86,Winter,2011,Oct,Mon,Clear/Few clouds,16.400000000000002,20.455000000000002,87.0,7.0015,Working Day,Not Holiday
7001,2011-10-24,7,11,274,285,Winter,2011,Oct,Mon,Mist/Cloudy,15.58,19.695,94.0,7.0015,Working Day,Not Holiday
7002,2011-10-24,8,20,378,398,Winter,2011,Oct,Mon,Mist/Cloudy,17.22,21.21,88.0,11.0014,Working Day,Not Holiday
7003,2011-10-24,9,29,166,195,Winter,2011,Oct,Mon,Mist/Cloudy,18.04,21.97,82.0,11.0014,Working Day,Not Holiday
7004,2011-10-24,10,47,82,129,Winter,2011,Oct,Mon,Mist/Cloudy,18.86,22.725,82.0,16.997899999999998,Working Day,Not Holiday
7005,2011-10-24,11,59,109,168,Winter,2011,Oct,Mon,Mist/Cloudy,20.5,24.240000000000002,72.0,11.0014,Working Day,Not Holiday
7006,2011-10-24,12,64,156,220,Winter,2011,Oct,Mon,Mist/Cloudy,21.32,25.0,68.0,7.0015,Working Day,Not Holiday
7007,2011-10-24,13,60,138,198,Winter,2011,Oct,Mon,Mist/Cloudy,22.14,25.759999999999998,64.0,15.001299999999999,Working Day,Not Holiday
7008,2011-10-24,14,63,143,206,Winter,2011,Oct,Mon,Mist/Cloudy,22.14,25.759999999999998,64.0,12.998000000000001,Working Day,Not Holiday
7009,2011-10-24,15,52,125,177,Winter,2011,Oct,Mon,Clear/Few clouds,22.96,26.515,60.0,11.0014,Working Day,Not Holiday
7010,2011-10-24,16,68,242,310,Winter,2011,Oct,Mon,Clear/Few clouds,22.14,25.759999999999998,64.0,12.998000000000001,Working Day,Not Holiday
7011,2011-10-24,17,87,527,614,Winter,2011,Oct,Mon,Clear/Few clouds,21.32,25.0,68.0,8.9981,Working Day,Not Holiday
7012,2011-10-24,18,58,428,486,Winter,2011,Oct,Mon,Clear/Few clouds,22.14,25.759999999999998,60.0,6.0032,Working Day,Not Holiday
7013,2011-10-24,19,25,212,237,Winter,2011,Oct,Mon,Light Rain/Snow,19.68,23.485,82.0,0.0,Working Day,Not Holiday
7014,2011-10-24,20,11,118,129,Winter,2011,Oct,Mon,Clear/Few clouds,19.68,23.485,82.0,7.0015,Working Day,Not Holiday
7015,2011-10-24,21,12,114,126,Winter,2011,Oct,Mon,Clear/Few clouds,18.86,22.725,87.0,7.0015,Working Day,Not Holiday
7016,2011-10-24,22,3,76,79,Winter,2011,Oct,Mon,Clear/Few clouds,19.68,23.485,75.0,11.0014,Working Day,Not Holiday
7017,2011-10-24,23,9,50,59,Winter,2011,Oct,Mon,Clear/Few clouds,18.86,22.725,77.0,6.0032,Working Day,Not Holiday
7018,2011-10-25,0,4,26,30,Winter,2011,Oct,Tue,Clear/Few clouds,18.04,21.97,77.0,8.9981,Working Day,Not Holiday
7019,2011-10-25,1,5,6,11,Winter,2011,Oct,Tue,Clear/Few clouds,18.04,21.97,77.0,8.9981,Working Day,Not Holiday
7020,2011-10-25,2,2,3,5,Winter,2011,Oct,Tue,Clear/Few clouds,17.22,21.21,82.0,8.9981,Working Day,Not Holiday
7021,2011-10-25,3,1,3,4,Winter,2011,Oct,Tue,Clear/Few clouds,16.400000000000002,20.455000000000002,87.0,0.0,Working Day,Not Holiday
7022,2011-10-25,4,0,5,5,Winter,2011,Oct,Tue,Clear/Few clouds,15.58,19.695,87.0,8.9981,Working Day,Not Holiday
7023,2011-10-25,5,0,24,24,Winter,2011,Oct,Tue,Clear/Few clouds,15.58,19.695,87.0,8.9981,Working Day,Not Holiday
7024,2011-10-25,6,3,95,98,Winter,2011,Oct,Tue,Clear/Few clouds,15.58,19.695,82.0,7.0015,Working Day,Not Holiday
7025,2011-10-25,7,15,299,314,Winter,2011,Oct,Tue,Clear/Few clouds,16.400000000000002,20.455000000000002,76.0,12.998000000000001,Working Day,Not Holiday
7026,2011-10-25,8,25,383,408,Winter,2011,Oct,Tue,Clear/Few clouds,18.04,21.97,72.0,0.0,Working Day,Not Holiday
7027,2011-10-25,9,29,194,223,Winter,2011,Oct,Tue,Clear/Few clouds,19.68,23.485,55.00000000000001,15.001299999999999,Working Day,Not Holiday
7028,2011-10-25,10,26,102,128,Winter,2011,Oct,Tue,Clear/Few clouds,20.5,24.240000000000002,51.0,16.997899999999998,Working Day,Not Holiday
7029,2011-10-25,11,46,120,166,Winter,2011,Oct,Tue,Clear/Few clouds,21.32,25.0,48.0,19.0012,Working Day,Not Holiday
7030,2011-10-25,12,35,165,200,Winter,2011,Oct,Tue,Clear/Few clouds,22.14,25.759999999999998,39.0,23.9994,Working Day,Not Holiday
7031,2011-10-25,13,37,161,198,Winter,2011,Oct,Tue,Clear/Few clouds,22.96,26.515,37.0,26.0027,Working Day,Not Holiday
7032,2011-10-25,14,66,134,200,Winter,2011,Oct,Tue,Clear/Few clouds,22.96,26.515,40.0,16.997899999999998,Working Day,Not Holiday
7033,2011-10-25,15,63,171,234,Winter,2011,Oct,Tue,Clear/Few clouds,22.96,26.515,37.0,7.0015,Working Day,Not Holiday
7034,2011-10-25,16,52,233,285,Winter,2011,Oct,Tue,Clear/Few clouds,22.96,26.515,37.0,12.998000000000001,Working Day,Not Holiday
7035,2011-10-25,17,68,517,585,Winter,2011,Oct,Tue,Clear/Few clouds,22.96,26.515,37.0,7.0015,Working Day,Not Holiday
7036,2011-10-25,18,65,453,518,Winter,2011,Oct,Tue,Clear/Few clouds,21.32,25.0,42.0,7.0015,Working Day,Not Holiday
7037,2011-10-25,19,44,294,338,Winter,2011,Oct,Tue,Clear/Few clouds,19.68,23.485,67.0,12.998000000000001,Working Day,Not Holiday
7038,2011-10-25,20,40,208,248,Winter,2011,Oct,Tue,Clear/Few clouds,18.86,22.725,67.0,7.0015,Working Day,Not Holiday
7039,2011-10-25,21,32,169,201,Winter,2011,Oct,Tue,Clear/Few clouds,18.04,21.97,72.0,8.9981,Working Day,Not Holiday
7040,2011-10-25,22,22,148,170,Winter,2011,Oct,Tue,Clear/Few clouds,18.86,22.725,67.0,12.998000000000001,Working Day,Not Holiday
7041,2011-10-25,23,15,79,94,Winter,2011,Oct,Tue,Clear/Few clouds,18.04,21.97,72.0,8.9981,Working Day,Not Holiday
7042,2011-10-26,0,4,28,32,Winter,2011,Oct,Wed,Clear/Few clouds,18.04,21.97,72.0,12.998000000000001,Working Day,Not Holiday
7043,2011-10-26,1,3,9,12,Winter,2011,Oct,Wed,Clear/Few clouds,18.04,21.97,67.0,16.997899999999998,Working Day,Not Holiday
7044,2011-10-26,2,2,1,3,Winter,2011,Oct,Wed,Clear/Few clouds,18.04,21.97,67.0,11.0014,Working Day,Not Holiday
7045,2011-10-26,3,0,3,3,Winter,2011,Oct,Wed,Clear/Few clouds,18.04,21.97,67.0,15.001299999999999,Working Day,Not Holiday
7046,2011-10-26,4,0,5,5,Winter,2011,Oct,Wed,Clear/Few clouds,17.22,21.21,71.0,16.997899999999998,Working Day,Not Holiday
7047,2011-10-26,5,0,21,21,Winter,2011,Oct,Wed,Clear/Few clouds,17.22,21.21,71.0,15.001299999999999,Working Day,Not Holiday
7048,2011-10-26,6,0,92,92,Winter,2011,Oct,Wed,Clear/Few clouds,17.22,21.21,71.0,15.001299999999999,Working Day,Not Holiday
7049,2011-10-26,7,15,284,299,Winter,2011,Oct,Wed,Clear/Few clouds,17.22,21.21,71.0,11.0014,Working Day,Not Holiday
7050,2011-10-26,8,26,438,464,Winter,2011,Oct,Wed,Mist/Cloudy,18.04,21.97,67.0,12.998000000000001,Working Day,Not Holiday
7051,2011-10-26,9,14,226,240,Winter,2011,Oct,Wed,Mist/Cloudy,19.68,23.485,63.0,15.001299999999999,Working Day,Not Holiday
7052,2011-10-26,10,26,105,131,Winter,2011,Oct,Wed,Mist/Cloudy,21.32,25.0,62.0,16.997899999999998,Working Day,Not Holiday
7053,2011-10-26,11,23,132,155,Winter,2011,Oct,Wed,Clear/Few clouds,21.32,25.0,59.0,22.0028,Working Day,Not Holiday
7054,2011-10-26,12,39,155,194,Winter,2011,Oct,Wed,Light Rain/Snow,23.779999999999998,27.275,53.0,15.001299999999999,Working Day,Not Holiday
7055,2011-10-26,13,20,62,82,Winter,2011,Oct,Wed,Light Rain/Snow,22.96,26.515,60.0,7.0015,Working Day,Not Holiday
7056,2011-10-26,14,14,52,66,Winter,2011,Oct,Wed,Mist/Cloudy,21.32,25.0,77.0,0.0,Working Day,Not Holiday
7057,2011-10-26,15,11,59,70,Winter,2011,Oct,Wed,Mist/Cloudy,21.32,25.0,77.0,0.0,Working Day,Not Holiday
7058,2011-10-26,16,17,196,213,Winter,2011,Oct,Wed,Mist/Cloudy,21.32,25.0,77.0,6.0032,Working Day,Not Holiday
7059,2011-10-26,17,40,414,454,Winter,2011,Oct,Wed,Mist/Cloudy,21.32,25.0,77.0,7.0015,Working Day,Not Holiday
7060,2011-10-26,18,55,398,453,Winter,2011,Oct,Wed,Clear/Few clouds,21.32,25.0,77.0,11.0014,Working Day,Not Holiday
7061,2011-10-26,19,25,306,331,Winter,2011,Oct,Wed,Clear/Few clouds,20.5,24.240000000000002,82.0,0.0,Working Day,Not Holiday
7062,2011-10-26,20,27,180,207,Winter,2011,Oct,Wed,Clear/Few clouds,20.5,24.240000000000002,88.0,0.0,Working Day,Not Holiday
7063,2011-10-26,21,17,140,157,Winter,2011,Oct,Wed,Mist/Cloudy,21.32,25.0,77.0,0.0,Working Day,Not Holiday
7064,2011-10-26,22,23,112,135,Winter,2011,Oct,Wed,Mist/Cloudy,19.68,23.485,88.0,6.0032,Working Day,Not Holiday
7065,2011-10-26,23,3,72,75,Winter,2011,Oct,Wed,Mist/Cloudy,19.68,23.485,88.0,6.0032,Working Day,Not Holiday
7066,2011-10-27,0,3,23,26,Winter,2011,Oct,Thu,Clear/Few clouds,18.86,22.725,94.0,0.0,Working Day,Not Holiday
7067,2011-10-27,1,2,9,11,Winter,2011,Oct,Thu,Clear/Few clouds,18.86,22.725,94.0,0.0,Working Day,Not Holiday
7068,2011-10-27,2,3,5,8,Winter,2011,Oct,Thu,Light Rain/Snow,18.86,22.725,94.0,0.0,Working Day,Not Holiday
7069,2011-10-27,3,1,3,4,Winter,2011,Oct,Thu,Light Rain/Snow,18.86,22.725,94.0,0.0,Working Day,Not Holiday
7070,2011-10-27,4,1,3,4,Winter,2011,Oct,Thu,Light Rain/Snow,19.68,23.485,88.0,0.0,Working Day,Not Holiday
7071,2011-10-27,5,1,14,15,Winter,2011,Oct,Thu,Light Rain/Snow,19.68,23.485,88.0,6.0032,Working Day,Not Holiday
7072,2011-10-27,6,4,42,46,Winter,2011,Oct,Thu,Light Rain/Snow,20.5,24.240000000000002,82.0,0.0,Working Day,Not Holiday
7073,2011-10-27,7,9,128,137,Winter,2011,Oct,Thu,Mist/Cloudy,18.86,22.725,94.0,6.0032,Working Day,Not Holiday
7074,2011-10-27,8,12,304,316,Winter,2011,Oct,Thu,Light Rain/Snow,19.68,23.485,88.0,12.998000000000001,Working Day,Not Holiday
7075,2011-10-27,9,16,155,171,Winter,2011,Oct,Thu,Mist/Cloudy,20.5,24.240000000000002,82.0,11.0014,Working Day,Not Holiday
7076,2011-10-27,10,10,52,62,Winter,2011,Oct,Thu,Light Rain/Snow,20.5,24.240000000000002,88.0,12.998000000000001,Working Day,Not Holiday
7077,2011-10-27,11,8,44,52,Winter,2011,Oct,Thu,Light Rain/Snow,20.5,24.240000000000002,88.0,8.9981,Working Day,Not Holiday
7078,2011-10-27,12,8,45,53,Winter,2011,Oct,Thu,Light Rain/Snow,20.5,24.240000000000002,88.0,8.9981,Working Day,Not Holiday
7079,2011-10-27,13,10,64,74,Winter,2011,Oct,Thu,Mist/Cloudy,20.5,24.240000000000002,88.0,11.0014,Working Day,Not Holiday
7080,2011-10-27,14,16,76,92,Winter,2011,Oct,Thu,Mist/Cloudy,21.32,25.0,83.0,0.0,Working Day,Not Holiday
7081,2011-10-27,15,12,95,107,Winter,2011,Oct,Thu,Mist/Cloudy,21.32,25.0,83.0,7.0015,Working Day,Not Holiday
7082,2011-10-27,16,14,193,207,Winter,2011,Oct,Thu,Mist/Cloudy,22.96,26.515,73.0,11.0014,Working Day,Not Holiday
7083,2011-10-27,17,31,291,322,Winter,2011,Oct,Thu,Mist/Cloudy,20.5,24.240000000000002,72.0,31.0009,Working Day,Not Holiday
7084,2011-10-27,18,14,226,240,Winter,2011,Oct,Thu,Mist/Cloudy,19.68,23.485,67.0,31.0009,Working Day,Not Holiday
7085,2011-10-27,19,19,200,219,Winter,2011,Oct,Thu,Mist/Cloudy,18.04,21.97,67.0,31.0009,Working Day,Not Holiday
