instant,dteday,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
358,2011-12-24,155,856,1011,Spring,2011,Dec,Sat,Clear/Few clouds,12.4025,14.9621,54.25,12.750368,Not Working Day,Not Holiday
359,2011-12-25,303,451,754,Spring,2011,Dec,Sun,Clear/Few clouds,11.266103,13.998050000000001,68.13040000000001,10.391097,Not Working Day,Not Holiday
360,2011-12-26,430,887,1317,Spring,2011,Dec,Mon,Clear/Few clouds,13.191299,15.77675,50.6957,16.044155,Not Working Day,Holiday
361,2011-12-27,103,1059,1162,Spring,2011,Dec,Tue,Mist/Cloudy,13.325000000000001,16.38165,76.25,12.62615,Working Day,Not Holiday
362,2011-12-28,255,2047,2302,Spring,2011,Dec,Wed,Clear/Few clouds,12.264330000000001,13.9987,50.39130000000001,19.695386999999997,Working Day,Not Holiday
363,2011-12-29,254,2169,2423,Spring,2011,Dec,Thu,Clear/Few clouds,10.181653,13.194600000000001,57.4167,8.000604000000001,Working Day,Not Holiday
364,2011-12-30,491,2508,2999,Spring,2011,Dec,Fri,Clear/Few clouds,12.778347000000002,15.9406,63.6667,9.000579,Working Day,Not Holiday
365,2011-12-31,665,1820,2485,Spring,2011,Dec,Sat,Clear/Few clouds,16.81,20.70605,61.583299999999994,14.750318,Not Working Day,Not Holiday
366,2012-01-01,686,1608,2294,Spring,2012,Jan,Sun,Clear/Few clouds,15.17,18.78105,69.25,12.875189,Not Working Day,Not Holiday
367,2012-01-02,244,1707,1951,Spring,2012,Jan,Mon,Clear/Few clouds,11.194763,12.615199999999998,38.130399999999995,22.087555,Not Working Day,Holiday
368,2012-01-03,89,2147,2236,Spring,2012,Jan,Tue,Clear/Few clouds,6.1499999999999995,6.31375,44.125,24.499957000000002,Working Day,Not Holiday
369,2012-01-04,95,2273,2368,Spring,2012,Jan,Wed,Mist/Cloudy,4.4075,5.96685,41.4583,12.3749,Working Day,Not Holiday
370,2012-01-05,140,3132,3272,Spring,2012,Jan,Thu,Clear/Few clouds,10.899153,13.9206,52.416700000000006,8.709128999999999,Working Day,Not Holiday
371,2012-01-06,307,3791,4098,Spring,2012,Jan,Fri,Clear/Few clouds,13.700847,17.01335,54.2083,11.249836,Working Day,Not Holiday
372,2012-01-07,1070,3451,4521,Spring,2012,Jan,Sat,Clear/Few clouds,16.126653,19.53895,53.1667,11.708786,Not Working Day,Not Holiday
373,2012-01-08,599,2826,3425,Spring,2012,Jan,Sun,Clear/Few clouds,13.8375,17.012900000000002,46.5,12.833314,Not Working Day,Not Holiday
374,2012-01-09,106,2270,2376,Spring,2012,Jan,Mon,Mist/Cloudy,9.190847,12.37395,70.1667,6.6263000000000005,Working Day,Not Holiday
375,2012-01-10,173,3425,3598,Spring,2012,Jan,Tue,Clear/Few clouds,12.656536000000001,15.9413,64.65220000000001,12.565984,Working Day,Not Holiday
376,2012-01-11,92,2085,2177,Spring,2012,Jan,Wed,Mist/Cloudy,11.240847,14.14105,84.75,8.791807,Working Day,Not Holiday
377,2012-01-12,269,3828,4097,Spring,2012,Jan,Thu,Mist/Cloudy,15.682500000000001,19.0969,80.2917,12.124789,Working Day,Not Holiday
378,2012-01-13,174,3040,3214,Spring,2012,Jan,Fri,Clear/Few clouds,11.240847,12.4681,50.74999999999999,25.333236,Working Day,Not Holiday
379,2012-01-14,333,2160,2493,Spring,2012,Jan,Sat,Clear/Few clouds,7.38,9.15435,45.75,12.541260999999999,Not Working Day,Not Holiday
380,2012-01-15,284,2027,2311,Spring,2012,Jan,Sun,Clear/Few clouds,6.833347000000001,8.081249999999999,41.9167,16.834286,Not Working Day,Not Holiday
381,2012-01-16,217,2081,2298,Spring,2012,Jan,Mon,Clear/Few clouds,7.79,9.53315,52.25,15.500986000000001,Not Working Day,Holiday
382,2012-01-17,127,2808,2935,Spring,2012,Jan,Tue,Mist/Cloudy,15.294763,18.2139,71.6087,23.39171,Working Day,Not Holiday
383,2012-01-18,109,3267,3376,Spring,2012,Jan,Wed,Clear/Few clouds,12.436653000000002,13.7627,44.333299999999994,27.833743,Working Day,Not Holiday
384,2012-01-19,130,3162,3292,Spring,2012,Jan,Thu,Clear/Few clouds,7.79,9.501900000000001,49.75,14.750586,Working Day,Not Holiday
385,2012-01-20,115,3048,3163,Spring,2012,Jan,Fri,Mist/Cloudy,8.9175,11.047899999999998,45.0,13.58425,Working Day,Not Holiday
386,2012-01-21,67,1234,1301,Spring,2012,Jan,Sat,Mist/Cloudy,7.106653,8.74375,83.125,14.917014,Not Working Day,Not Holiday
387,2012-01-22,196,1781,1977,Spring,2012,Jan,Sun,Mist/Cloudy,6.6625000000000005,8.1125,79.625,13.375746000000001,Not Working Day,Not Holiday
388,2012-01-23,145,2287,2432,Spring,2012,Jan,Mon,Mist/Cloudy,8.951653,12.152899999999999,91.125,7.417436,Working Day,Not Holiday
389,2012-01-24,439,3900,4339,Spring,2012,Jan,Tue,Clear/Few clouds,14.0425,17.455399999999997,83.58330000000001,8.292389,Working Day,Not Holiday
390,2012-01-25,467,3803,4270,Spring,2012,Jan,Wed,Clear/Few clouds,12.060847,14.74105,64.375,10.791756999999999,Working Day,Not Holiday
391,2012-01-26,244,3831,4075,Spring,2012,Jan,Thu,Mist/Cloudy,14.008347,17.8025,76.95830000000001,4.9175186,Working Day,Not Holiday
392,2012-01-27,269,3187,3456,Spring,2012,Jan,Fri,Mist/Cloudy,17.425,20.76915,74.125,22.958689,Working Day,Not Holiday
393,2012-01-28,775,3248,4023,Spring,2012,Jan,Sat,Clear/Few clouds,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,Not Working Day,Not Holiday
394,2012-01-29,558,2685,3243,Spring,2012,Jan,Sun,Clear/Few clouds,11.5825,13.63605,31.125000000000004,16.08335,Not Working Day,Not Holiday
395,2012-01-30,126,3498,3624,Spring,2012,Jan,Mon,Clear/Few clouds,11.035847,13.13125,40.0833,14.458064,Working Day,Not Holiday
396,2012-01-31,324,4185,4509,Spring,2012,Jan,Tue,Clear/Few clouds,15.99,19.06585,41.6667,17.541739,Working Day,Not Holiday
397,2012-02-01,304,4275,4579,Spring,2012,Feb,Wed,Clear/Few clouds,19.235847,23.326900000000002,50.79169999999999,12.667489000000002,Working Day,Not Holiday
398,2012-02-02,190,3571,3761,Spring,2012,Feb,Thu,Mist/Cloudy,16.365847,19.94855,67.29169999999999,12.541528999999999,Working Day,Not Holiday
399,2012-02-03,310,3841,4151,Spring,2012,Feb,Fri,Clear/Few clouds,12.846652999999998,15.4673,52.6667,11.959232,Working Day,Not Holiday
400,2012-02-04,384,2448,2832,Spring,2012,Feb,Sat,Mist/Cloudy,10.830846999999999,13.63625,77.95830000000001,8.167032,Not Working Day,Not Holiday
401,2012-02-05,318,2629,2947,Spring,2012,Feb,Sun,Mist/Cloudy,10.899153,13.22605,68.7917,11.791732000000001,Not Working Day,Not Holiday
402,2012-02-06,206,3578,3784,Spring,2012,Feb,Mon,Clear/Few clouds,11.586969,14.8213,62.2174,10.304599999999999,Working Day,Not Holiday
403,2012-02-07,199,4176,4375,Spring,2012,Feb,Tue,Clear/Few clouds,14.520847,18.0552,49.625,9.874393000000001,Working Day,Not Holiday
404,2012-02-08,109,2693,2802,Spring,2012,Feb,Wed,Mist/Cloudy,10.523347,13.321050000000001,72.2917,8.959307,Working Day,Not Holiday
405,2012-02-09,163,3667,3830,Spring,2012,Feb,Thu,Clear/Few clouds,10.865,13.0994,56.2083,13.000478999999999,Working Day,Not Holiday
406,2012-02-10,227,3604,3831,Spring,2012,Feb,Fri,Mist/Cloudy,11.514153,14.6779,54.0,7.834243000000001,Working Day,Not Holiday
407,2012-02-11,192,1977,2169,Spring,2012,Feb,Sat,Light Rain/Snow,9.190847,10.54335,73.125,19.416332,Not Working Day,Not Holiday
408,2012-02-12,73,1456,1529,Spring,2012,Feb,Sun,Clear/Few clouds,5.2275,5.0828999999999995,46.4583,27.417204,Not Working Day,Not Holiday
409,2012-02-13,94,3328,3422,Spring,2012,Feb,Mon,Clear/Few clouds,9.1225,11.39565,41.125,11.207961,Working Day,Not Holiday
410,2012-02-14,135,3787,3922,Spring,2012,Feb,Tue,Mist/Cloudy,13.085847,16.697300000000002,50.875,9.458993,Working Day,Not Holiday
411,2012-02-15,141,4028,4169,Spring,2012,Feb,Wed,Clear/Few clouds,14.281653,17.58145,53.125,12.167200000000001,Working Day,Not Holiday
412,2012-02-16,74,2931,3005,Spring,2012,Feb,Thu,Mist/Cloudy,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,Working Day,Not Holiday
413,2012-02-17,349,3805,4154,Spring,2012,Feb,Fri,Clear/Few clouds,14.076653,17.58145,63.4583,13.791682,Working Day,Not Holiday
414,2012-02-18,1435,2883,4318,Spring,2012,Feb,Sat,Clear/Few clouds,14.213347,17.77125,53.4583,12.792243,Not Working Day,Not Holiday
415,2012-02-19,618,2071,2689,Spring,2012,Feb,Sun,Mist/Cloudy,11.48,13.2894,51.5833,16.958504,Not Working Day,Not Holiday
416,2012-02-20,502,2627,3129,Spring,2012,Feb,Mon,Clear/Few clouds,11.48,13.66955,50.7826,15.348561,Not Working Day,Holiday
417,2012-02-21,163,3614,3777,Spring,2012,Feb,Tue,Clear/Few clouds,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,Working Day,Not Holiday
418,2012-02-22,394,4379,4773,Spring,2012,Feb,Wed,Clear/Few clouds,16.229153,19.63335,56.7917,15.709557,Working Day,Not Holiday
419,2012-02-23,516,4546,5062,Spring,2012,Feb,Thu,Clear/Few clouds,18.620846999999998,22.2223,55.45830000000001,12.791171,Working Day,Not Holiday
420,2012-02-24,246,3241,3487,Spring,2012,Feb,Fri,Mist/Cloudy,16.7075,20.54855,73.75,15.916989,Working Day,Not Holiday
421,2012-02-25,317,2415,2732,Spring,2012,Feb,Sat,Clear/Few clouds,11.924153,12.78375,39.5833,28.250014,Not Working Day,Not Holiday
422,2012-02-26,515,2874,3389,Spring,2012,Feb,Sun,Clear/Few clouds,11.445847,13.4154,41.0,13.750342999999999,Not Working Day,Not Holiday
423,2012-02-27,253,4069,4322,Spring,2012,Feb,Mon,Clear/Few clouds,15.033347000000001,17.8977,49.0833,17.958211000000002,Working Day,Not Holiday
424,2012-02-28,229,4134,4363,Spring,2012,Feb,Tue,Clear/Few clouds,14.725847,17.67625,39.5833,12.958939,Working Day,Not Holiday
425,2012-02-29,65,1769,1834,Spring,2012,Feb,Wed,Mist/Cloudy,14.118267999999999,17.4235,80.4783,12.000839,Working Day,Not Holiday
426,2012-03-01,325,4665,4990,Spring,2012,Mar,Thu,Clear/Few clouds,19.919153,23.768549999999998,61.5417,15.208129,Working Day,Not Holiday
427,2012-03-02,246,2948,3194,Spring,2012,Mar,Fri,Mist/Cloudy,14.486653,17.9921,65.7083,9.708568,Working Day,Not Holiday
428,2012-03-03,956,3110,4066,Spring,2012,Mar,Sat,Mist/Cloudy,16.980847,20.6746,62.125,10.792293,Not Working Day,Not Holiday
429,2012-03-04,710,2713,3423,Spring,2012,Mar,Sun,Clear/Few clouds,13.359153,15.15105,40.3333,22.416257,Not Working Day,Not Holiday
430,2012-03-05,203,3130,3333,Spring,2012,Mar,Mon,Clear/Few clouds,9.976652999999999,12.05855,50.625,15.333486,Working Day,Not Holiday
431,2012-03-06,221,3735,3956,Spring,2012,Mar,Tue,Clear/Few clouds,10.591652999999999,12.752099999999999,45.6667,13.458625,Working Day,Not Holiday
432,2012-03-07,432,4484,4916,Spring,2012,Mar,Wed,Clear/Few clouds,16.570847,19.255,51.3333,23.167193,Working Day,Not Holiday
433,2012-03-08,486,4896,5382,Spring,2012,Mar,Thu,Clear/Few clouds,21.627499999999998,26.230199999999996,56.75,29.584721,Working Day,Not Holiday
434,2012-03-09,447,4122,4569,Spring,2012,Mar,Fri,Mist/Cloudy,16.844153,19.85415,40.708299999999994,27.7916,Working Day,Not Holiday
435,2012-03-10,968,3150,4118,Spring,2012,Mar,Sat,Clear/Few clouds,11.7875,13.888349999999999,35.0417,15.125250000000001,Not Working Day,Not Holiday
436,2012-03-11,1658,3253,4911,Spring,2012,Mar,Sun,Clear/Few clouds,14.831299,17.9835,47.6957,14.913329000000001,Not Working Day,Not Holiday
437,2012-03-12,838,4460,5298,Spring,2012,Mar,Mon,Clear/Few clouds,19.133347,22.9796,48.9167,13.916771,Working Day,Not Holiday
438,2012-03-13,762,5085,5847,Spring,2012,Mar,Tue,Clear/Few clouds,23.165,27.14645,61.75000000000001,15.87565,Working Day,Not Holiday
439,2012-03-14,997,5315,6312,Spring,2012,Mar,Wed,Clear/Few clouds,23.4725,27.43085,50.708299999999994,7.709154,Working Day,Not Holiday
440,2012-03-15,1005,5187,6192,Spring,2012,Mar,Thu,Clear/Few clouds,22.857499999999998,26.64125,57.958299999999994,10.042161,Working Day,Not Holiday
441,2012-03-16,548,3830,4378,Spring,2012,Mar,Fri,Mist/Cloudy,17.869153,21.81145,84.20830000000001,7.583864,Working Day,Not Holiday
442,2012-03-17,3155,4681,7836,Spring,2012,Mar,Sat,Mist/Cloudy,21.080847000000002,25.252299999999998,75.5833,7.417168,Not Working Day,Not Holiday
443,2012-03-18,2207,3685,5892,Spring,2012,Mar,Sun,Mist/Cloudy,19.3725,23.200000000000003,81.0,8.501161,Not Working Day,Not Holiday
444,2012-03-19,982,5171,6153,Spring,2012,Mar,Mon,Clear/Few clouds,22.345000000000002,26.64105,72.875,10.875238999999999,Working Day,Not Holiday
445,2012-03-20,1051,5042,6093,Spring,2012,Mar,Tue,Clear/Few clouds,22.994153,26.926650000000002,80.7917,8.125157,Working Day,Not Holiday
446,2012-03-21,1122,5108,6230,Summer,2012,Mar,Wed,Mist/Cloudy,21.798347,25.6629,82.125,6.000406099999999,Working Day,Not Holiday
447,2012-03-22,1334,5537,6871,Summer,2012,Mar,Thu,Clear/Few clouds,22.720847,26.57835,83.125,7.876654,Working Day,Not Holiday
448,2012-03-23,2469,5893,8362,Summer,2012,Mar,Fri,Mist/Cloudy,24.668346999999997,28.50335,69.41669999999999,7.7921000000000005,Working Day,Not Holiday
449,2012-03-24,1033,2339,3372,Summer,2012,Mar,Sat,Mist/Cloudy,20.6025,24.336650000000002,88.5417,12.916461,Not Working Day,Not Holiday
450,2012-03-25,1532,3464,4996,Summer,2012,Mar,Sun,Mist/Cloudy,17.9375,21.874399999999998,88.0833,14.791924999999999,Not Working Day,Not Holiday
451,2012-03-26,795,4763,5558,Summer,2012,Mar,Mon,Clear/Few clouds,18.279153,21.9375,47.7917,25.917007,Working Day,Not Holiday
452,2012-03-27,531,4571,5102,Summer,2012,Mar,Tue,Clear/Few clouds,13.256653,15.7827,28.999999999999996,12.541864,Working Day,Not Holiday
453,2012-03-28,674,5024,5698,Summer,2012,Mar,Wed,Clear/Few clouds,19.850847,23.5475,48.125,19.541957,Working Day,Not Holiday
454,2012-03-29,834,5299,6133,Summer,2012,Mar,Thu,Clear/Few clouds,20.260847000000002,24.1152,43.9167,21.41655,Working Day,Not Holiday
455,2012-03-30,796,4663,5459,Summer,2012,Mar,Fri,Mist/Cloudy,15.17,18.78105,58.0833,9.250489,Working Day,Not Holiday
456,2012-03-31,2301,3934,6235,Summer,2012,Mar,Sat,Mist/Cloudy,17.390847,21.0854,73.83330000000001,16.791338999999997,Not Working Day,Not Holiday
457,2012-04-01,2347,3694,6041,Summer,2012,Apr,Sun,Mist/Cloudy,17.459153,20.86435,67.625,11.541889,Not Working Day,Not Holiday
458,2012-04-02,1208,4728,5936,Summer,2012,Apr,Mon,Clear/Few clouds,17.790433,21.37565,50.4348,20.913313,Working Day,Not Holiday
459,2012-04-03,1348,5424,6772,Summer,2012,Apr,Tue,Clear/Few clouds,19.133347,23.07415,39.6667,6.708911,Working Day,Not Holiday
460,2012-04-04,1058,5378,6436,Summer,2012,Apr,Wed,Clear/Few clouds,22.208347,26.6725,46.958299999999994,12.125325,Working Day,Not Holiday
461,2012-04-05,1192,5265,6457,Summer,2012,Apr,Thu,Clear/Few clouds,17.835,21.55815,37.416700000000006,14.708443,Working Day,Not Holiday
462,2012-04-06,1807,4653,6460,Summer,2012,Apr,Fri,Clear/Few clouds,16.536653,19.538349999999998,37.7083,20.125996,Working Day,Not Holiday
463,2012-04-07,3252,3605,6857,Summer,2012,Apr,Sat,Clear/Few clouds,17.9375,21.306449999999998,25.4167,18.416356999999998,Not Working Day,Not Holiday
464,2012-04-08,2230,2939,5169,Summer,2012,Apr,Sun,Clear/Few clouds,20.5,24.62125,27.5833,15.583931999999999,Not Working Day,Not Holiday
465,2012-04-09,905,4680,5585,Summer,2012,Apr,Mon,Clear/Few clouds,20.055847,23.8319,31.75,23.999132,Working Day,Not Holiday
466,2012-04-10,819,5099,5918,Summer,2012,Apr,Tue,Clear/Few clouds,18.313347,21.81165,43.5,16.708125000000003,Working Day,Not Holiday
467,2012-04-11,482,4380,4862,Summer,2012,Apr,Wed,Clear/Few clouds,14.296536,16.8637,46.9565,19.783358,Working Day,Not Holiday
468,2012-04-12,663,4746,5409,Summer,2012,Apr,Thu,Clear/Few clouds,16.2975,19.3802,46.625,19.458743,Working Day,Not Holiday
469,2012-04-13,1252,5146,6398,Summer,2012,Apr,Fri,Clear/Few clouds,18.142500000000002,21.590400000000002,40.8333,10.416557,Working Day,Not Holiday
470,2012-04-14,2795,4665,7460,Summer,2012,Apr,Sat,Clear/Few clouds,20.294999999999998,24.3998,50.29169999999999,12.791439,Not Working Day,Not Holiday
471,2012-04-15,2846,4286,7132,Summer,2012,Apr,Sun,Clear/Few clouds,24.873347,28.69375,50.79169999999999,15.083643,Not Working Day,Not Holiday
472,2012-04-16,1198,5172,6370,Summer,2012,Apr,Mon,Clear/Few clouds,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,Not Working Day,Holiday
473,2012-04-17,989,5702,6691,Summer,2012,Apr,Tue,Clear/Few clouds,24.941653000000002,29.92435,39.0417,18.333143,Working Day,Not Holiday
474,2012-04-18,347,4020,4367,Summer,2012,Apr,Wed,Mist/Cloudy,18.996653,22.8519,56.9167,11.250104,Working Day,Not Holiday
475,2012-04-19,846,5719,6565,Summer,2012,Apr,Thu,Clear/Few clouds,20.431653,24.6523,61.25000000000001,4.417256399999999,Working Day,Not Holiday
476,2012-04-20,1340,5950,7290,Summer,2012,Apr,Fri,Clear/Few clouds,21.593347,25.78875,69.4583,10.041357,Working Day,Not Holiday
477,2012-04-21,2541,4083,6624,Summer,2012,Apr,Sat,Clear/Few clouds,23.369999999999997,27.14605,68.2917,19.000328999999997,Not Working Day,Not Holiday
478,2012-04-22,120,907,1027,Summer,2012,Apr,Sun,Light Rain/Snow,16.263347,19.4752,83.54169999999999,23.084582,Not Working Day,Not Holiday
479,2012-04-23,195,3019,3214,Summer,2012,Apr,Mon,Mist/Cloudy,13.188346999999998,15.056249999999999,76.66669999999999,20.334232,Working Day,Not Holiday
480,2012-04-24,518,5115,5633,Summer,2012,Apr,Tue,Clear/Few clouds,16.946653,20.26415,45.4167,16.708661,Working Day,Not Holiday
481,2012-04-25,655,5541,6196,Summer,2012,Apr,Wed,Clear/Few clouds,19.543347,23.51585,42.7917,7.959064,Working Day,Not Holiday
482,2012-04-26,475,4551,5026,Summer,2012,Apr,Thu,Mist/Cloudy,20.431653,24.17915,75.66669999999999,11.833875,Working Day,Not Holiday
483,2012-04-27,1014,5219,6233,Summer,2012,Apr,Fri,Clear/Few clouds,18.7575,22.63185,40.0833,23.291411,Working Day,Not Holiday
484,2012-04-28,1120,3100,4220,Summer,2012,Apr,Sat,Mist/Cloudy,15.443347,18.8752,48.9583,8.708325,Not Working Day,Not Holiday
485,2012-04-29,2229,4075,6304,Summer,2012,Apr,Sun,Clear/Few clouds,18.791653,22.50605,58.7083,7.8328359999999995,Not Working Day,Not Holiday
486,2012-04-30,665,4907,5572,Summer,2012,Apr,Mon,Mist/Cloudy,19.030847,22.8848,56.99999999999999,11.499746,Working Day,Not Holiday
487,2012-05-01,653,5087,5740,Summer,2012,May,Tue,Mist/Cloudy,25.146653,28.85105,65.95830000000001,10.458432,Working Day,Not Holiday
488,2012-05-02,667,5502,6169,Summer,2012,May,Wed,Clear/Few clouds,23.130847,26.894800000000004,79.7083,9.249885999999998,Working Day,Not Holiday
489,2012-05-03,764,5657,6421,Summer,2012,May,Thu,Mist/Cloudy,22.96,26.862099999999998,76.83330000000001,8.957632,Working Day,Not Holiday
490,2012-05-04,1069,5227,6296,Summer,2012,May,Fri,Clear/Few clouds,25.7275,29.54585,73.54169999999999,10.916846,Working Day,Not Holiday
491,2012-05-05,2496,4387,6883,Summer,2012,May,Sat,Mist/Cloudy,25.488346999999997,29.2304,75.66669999999999,10.250464,Not Working Day,Not Holiday
492,2012-05-06,2135,4224,6359,Summer,2012,May,Sun,Mist/Cloudy,23.0625,27.336850000000002,74.0,10.041893,Not Working Day,Not Holiday
493,2012-05-07,1008,5265,6273,Summer,2012,May,Mon,Mist/Cloudy,22.037499999999998,26.3571,66.41669999999999,15.458307000000001,Working Day,Not Holiday
494,2012-05-08,738,4990,5728,Summer,2012,May,Tue,Mist/Cloudy,23.848347,27.87355,68.58330000000001,19.833942999999998,Working Day,Not Holiday
495,2012-05-09,620,4097,4717,Summer,2012,May,Wed,Mist/Cloudy,23.575,27.65125,74.4167,14.499604,Working Day,Not Holiday
496,2012-05-10,1026,5546,6572,Summer,2012,May,Thu,Clear/Few clouds,20.739152999999998,24.58915,55.2083,21.042220999999998,Working Day,Not Holiday
497,2012-05-11,1319,5711,7030,Summer,2012,May,Fri,Clear/Few clouds,21.866653,26.04165,36.0417,15.874779,Working Day,Not Holiday
498,2012-05-12,2622,4807,7429,Summer,2012,May,Sat,Clear/Few clouds,23.130847,27.24085,48.0417,8.249911,Not Working Day,Not Holiday
499,2012-05-13,2172,3946,6118,Summer,2012,May,Sun,Clear/Few clouds,25.1125,29.2619,57.62500000000001,15.082839,Not Working Day,Not Holiday
500,2012-05-14,342,2501,2843,Summer,2012,May,Mon,Mist/Cloudy,23.506653,27.495000000000005,78.95830000000001,14.250364,Working Day,Not Holiday
501,2012-05-15,625,4490,5115,Summer,2012,May,Tue,Mist/Cloudy,25.078346999999997,28.8202,79.45830000000001,9.875264,Working Day,Not Holiday
502,2012-05-16,991,6433,7424,Summer,2012,May,Wed,Clear/Few clouds,26.103347,29.798750000000002,69.7917,8.208304,Working Day,Not Holiday
503,2012-05-17,1242,6142,7384,Summer,2012,May,Thu,Clear/Few clouds,24.326653,28.630650000000003,52.0,15.374825000000001,Working Day,Not Holiday
504,2012-05-18,1521,6118,7639,Summer,2012,May,Fri,Clear/Few clouds,23.130847,27.55605,52.33330000000001,9.166739,Working Day,Not Holiday
505,2012-05-19,3410,4884,8294,Summer,2012,May,Sat,Clear/Few clouds,24.599999999999998,28.345399999999998,45.625,5.626325,Not Working Day,Not Holiday
506,2012-05-20,2704,4425,7129,Summer,2012,May,Sun,Clear/Few clouds,25.454152999999998,29.19835,53.041700000000006,17.042589,Not Working Day,Not Holiday
507,2012-05-21,630,3729,4359,Summer,2012,May,Mon,Mist/Cloudy,24.531653,28.283350000000002,81.125,15.624668,Working Day,Not Holiday
508,2012-05-22,819,5254,6073,Summer,2012,May,Tue,Mist/Cloudy,25.215,29.04125,76.5833,7.917189,Working Day,Not Holiday
509,2012-05-23,766,4494,5260,Summer,2012,May,Wed,Mist/Cloudy,25.488346999999997,29.230600000000003,77.45830000000001,6.834,Working Day,Not Holiday
510,2012-05-24,1059,5711,6770,Summer,2012,May,Thu,Clear/Few clouds,26.855,30.335,71.6667,11.584031999999999,Working Day,Not Holiday
511,2012-05-25,1417,5317,6734,Summer,2012,May,Fri,Clear/Few clouds,27.880000000000003,31.37645,74.70830000000001,9.41685,Working Day,Not Holiday
512,2012-05-26,2855,3681,6536,Summer,2012,May,Sat,Clear/Few clouds,28.392500000000002,32.134800000000006,73.25,13.332464,Not Working Day,Not Holiday
513,2012-05-27,3283,3308,6591,Summer,2012,May,Sun,Clear/Few clouds,28.29,32.07125,69.7083,14.416457,Not Working Day,Not Holiday
514,2012-05-28,2557,3486,6043,Summer,2012,May,Mon,Clear/Few clouds,29.212500000000002,33.965,67.625,13.166907,Not Working Day,Holiday
515,2012-05-29,880,4863,5743,Summer,2012,May,Tue,Clear/Few clouds,29.622500000000002,33.6496,68.45830000000001,19.7918,Working Day,Not Holiday
516,2012-05-30,745,6110,6855,Summer,2012,May,Wed,Mist/Cloudy,26.923347,30.55645,67.0,9.000043,Working Day,Not Holiday
517,2012-05-31,1100,6238,7338,Summer,2012,May,Thu,Clear/Few clouds,27.880000000000003,31.566450000000003,49.2917,13.083693,Working Day,Not Holiday
518,2012-06-01,533,3594,4127,Summer,2012,Jun,Fri,Mist/Cloudy,26.820847,30.3981,75.5417,15.916720999999999,Working Day,Not Holiday
519,2012-06-02,2795,5325,8120,Summer,2012,Jun,Sat,Clear/Few clouds,23.916653,28.3144,54.9167,12.499654,Not Working Day,Not Holiday
520,2012-06-03,2494,5147,7641,Summer,2012,Jun,Sun,Clear/Few clouds,24.7025,28.75665,49.3333,12.333829,Not Working Day,Not Holiday
521,2012-06-04,1071,5927,6998,Summer,2012,Jun,Mon,Clear/Few clouds,24.497500000000002,28.91415,48.7083,19.083811,Working Day,Not Holiday
522,2012-06-05,968,6033,7001,Summer,2012,Jun,Tue,Mist/Cloudy,22.174153,26.294600000000003,61.3333,14.041525,Working Day,Not Holiday
523,2012-06-06,1027,6028,7055,Summer,2012,Jun,Wed,Clear/Few clouds,22.720847,27.1146,61.12499999999999,5.167375,Working Day,Not Holiday
524,2012-06-07,1038,6456,7494,Summer,2012,Jun,Thu,Clear/Few clouds,24.7025,28.4721,56.7083,10.542449999999999,Working Day,Not Holiday
525,2012-06-08,1488,6248,7736,Summer,2012,Jun,Fri,Clear/Few clouds,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,Working Day,Not Holiday
526,2012-06-09,2708,4790,7498,Summer,2012,Jun,Sat,Clear/Few clouds,29.144153000000003,32.418350000000004,43.7083,9.667229,Not Working Day,Not Holiday
527,2012-06-10,2224,4374,6598,Summer,2012,Jun,Sun,Clear/Few clouds,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,Not Working Day,Not Holiday
528,2012-06-11,1017,5647,6664,Summer,2012,Jun,Mon,Mist/Cloudy,29.554153,32.98605,58.791700000000006,13.916771,Working Day,Not Holiday
529,2012-06-12,477,4495,4972,Summer,2012,Jun,Tue,Mist/Cloudy,26.786653,29.89375,83.3333,14.374581999999998,Working Day,Not Holiday
530,2012-06-13,1173,6248,7421,Summer,2012,Jun,Wed,Clear/Few clouds,26.889153,30.55585,58.2083,22.999693,Working Day,Not Holiday
531,2012-06-14,1180,6183,7363,Summer,2012,Jun,Thu,Clear/Few clouds,26.581653000000003,31.219150000000003,56.958299999999994,17.000111,Working Day,Not Holiday
532,2012-06-15,1563,6102,7665,Summer,2012,Jun,Fri,Clear/Few clouds,26.205847000000002,29.9877,58.958299999999994,11.833339,Working Day,Not Holiday
533,2012-06-16,2963,4739,7702,Summer,2012,Jun,Sat,Clear/Few clouds,25.898346999999998,29.735400000000002,50.416700000000006,11.166689,Not Working Day,Not Holiday
534,2012-06-17,2634,4344,6978,Summer,2012,Jun,Sun,Clear/Few clouds,24.2925,28.59875,59.875,9.708568,Not Working Day,Not Holiday
535,2012-06-18,653,4446,5099,Summer,2012,Jun,Mon,Mist/Cloudy,23.301652999999998,27.2421,77.79169999999999,11.707982000000001,Working Day,Not Holiday
536,2012-06-19,968,5857,6825,Summer,2012,Jun,Tue,Clear/Few clouds,28.221653,32.7346,69.0,9.917139,Working Day,Not Holiday
